train_acc,val_acc,val_loss,std_train_acc,std_val_acc,std_val_loss,epoch,train_loss,std_train_loss
0.10756666666666663,0.1051333333333333,2.30281538883845,0.012558017621597854,0.012135462267439376,0.0002688604235851892,0,2.3027574892397285,0.00013767993124691737
0.9359481258248842,0.9778,1.4814985537528993,0.008870181144904246,0.0046508661081088466,0.0038433182076678244,1,1.5268643623369713,0.008098640692668514
0.9708073863718244,0.9816666666666667,1.477295393149058,0.0015485734604437876,0.0027788886667555026,0.0015951065773194466,2,1.4853730384950286,0.0013103025245099537
0.9765407206173297,0.9852666666666667,1.473173673947652,0.002693359459638309,0.0017264285550104457,0.0008768576654124531,3,1.4803786221256963,0.0018713432985590019
0.9791184996013289,0.9871666666666666,1.4714812552928924,0.0013077279338965131,0.0013894443333777955,0.0009708155693642695,4,1.4779930678120365,0.0013243686960713373
0.9810592405001323,0.9891666666666667,1.470188431739807,0.0009017589946233482,0.00042491829279942814,0.0005448281020718833,5,1.4762248255588388,0.0007833107913111274
0.9825259083067929,0.9873,1.4713531176249184,0.0006183076753073285,0.0015156590059186286,0.0009330026565134648,6,1.4749878923098247,0.00034411537991902645
0.9831851682177296,0.9888333333333333,1.4696832597255707,0.0014747534941848893,0.001247219128924662,0.0010613529151284442,7,1.4741004187972457,0.0009993086119670332
0.9860073919870235,0.9904333333333334,1.4686948613325754,0.0007311419763902696,0.0015392999852025626,0.0010216606017986708,8,1.4722333496146731,0.0002217019913420186
0.9860666507703286,0.9900666666666667,1.46916983127594,0.001197677661964422,0.0010041580220928284,0.00041185034573897636,9,1.4719840626363403,0.0008731221733790694
0.9873036892988063,0.9900333333333334,1.4690406318505604,0.00116044848151368,0.0016133126720439962,0.0009180780891406768,10,1.47107950563784,0.000785617236007225
0.9883333186529303,0.9898666666666667,1.4693404336770377,0.0012859383931537666,0.0016090024514863336,0.0010184498507985979,11,1.4701471267806159,0.0007116580780077882
0.9888962826905427,0.9913666666666666,1.4683862284819287,0.0007306733782987286,0.0005939509893734811,0.0003355164363494503,12,1.4697688116850676,0.000397980042757934
0.988807393665667,0.9909666666666667,1.4684311532974241,0.0009201305510231339,0.0009309493362512327,0.00023452406850057666,13,1.4699657614584323,0.0007722446056166413
0.9892888751515636,0.9919666666666667,1.4674171404043832,0.0005246992962408196,0.00046248123085043804,0.0005498373047284668,14,1.4694525848936153,0.0004649944053064625
0.9906740616427528,0.9915333333333335,1.4679851261774697,0.001071965972046819,0.0011143009766963806,0.000939243808035856,15,1.468485813538233,0.00032217842248302757
0.9903481358510475,0.9907999999999999,1.468534849882126,0.0005048465142147796,0.0012769320872918692,0.0006633588673959936,16,1.468850811764046,0.00039142379537137126
0.990496283504698,0.9909333333333332,1.4685167078177135,0.0009773154170401967,0.0009021579068482332,0.0003702398288805332,17,1.4684366871692516,0.0006744565968883695
0.9912592474619547,0.9915333333333333,1.4679401481151582,0.0012655085223379156,0.0016724898272402618,0.0011960357631623118,18,1.468028243162014,0.0009380084958512557
0.991592580764382,0.9923,1.4673091447353364,0.0012106646988875311,0.0009159087776022322,0.000271765011419397,19,1.4677573996561546,0.0008784981567998273
0.9918814703711757,0.9923,1.4671983400980633,0.0009779468771802253,0.0008366600265340795,0.0005497322676257462,20,1.4675320437660921,0.0006189698500697512
0.9921259151785463,0.9921333333333333,1.4676522386074065,0.0009412081055634779,0.0013249737942901466,0.0007035093616609093,21,1.46727791706721,0.0004485921393591457
0.9923925822310977,0.9926999999999999,1.4669363657633463,0.0008553076360566024,0.0010096754153907954,0.0007872908572374833,22,1.467102685548641,0.0005637793074001939
0.9930740639898513,0.9915333333333333,1.4678699529170989,0.0010628415123100324,0.0012041594578792213,0.0006497334483283757,23,1.4666140621238284,0.0007722396224780746
0.992548137638304,0.9925666666666666,1.4668214376767477,0.0005887614901281261,0.001228142228462688,0.0004124394572937943,24,1.4669164969744508,0.00040428339124531584
0.993111100991567,0.9922999999999998,1.467624519666036,0.0008429492779934401,0.0012326574724734129,0.0011206664833549845,25,1.4664976759751638,0.00039936555324874325
0.9934296202218093,0.9922333333333334,1.467414669195811,0.00045255004225090657,0.0014414498873626252,0.001107742502755043,26,1.4663201442029743,0.0006263243067247794
0.9936444351408216,0.993,1.4669835690657298,0.0010758620787745489,0.0009354143466934713,0.00036629734710789215,27,1.466028571349603,0.0007859298049581536
0.9937629540982069,0.9929,1.4668462308247885,0.000770958687836362,0.0010246950765959806,0.0008113589742979204,28,1.4660152193793543,0.0003532087061589491
0.9942740654062343,0.9927333333333334,1.4670882467428843,0.0007265309070571502,0.0006831300510639237,0.0003092699148736778,29,1.465886853315212,0.0005026942621463591
0.993888879970268,0.9922333333333334,1.467474298477173,0.0015665418038792323,0.001250555432153646,0.0006987619471550806,30,1.465890122652054,0.001065454967045437
