train_acc, train_loss,val_acc,val_loss,std_train_acc,std_ train_loss,std_val_acc,std_val_loss,epoch
0.09981333333333328,2.3026512759526567,0.10164,2.3025091114044187,0.0003117453851866765,1.941379488558086e-05,0.0028121166405396486,0.00014116054659455037,0
0.48122665336065823,1.9156139863332116,0.5602,1.8206013617515562,0.008626264356617725,0.005841804960256406,0.02060533911392872,0.01908617935980428,1
0.6098222071064843,1.7733628616862827,0.5948,1.7820451240539552,0.008986354468783141,0.005863162531500564,0.020224737328331358,0.017149084919514942,2
0.6632088747819266,1.7233554072380066,0.65572,1.7331167001724244,0.009828223567984486,0.005316072031133373,0.022307666843486822,0.015607354018907876,3
0.6990844305356344,1.6923103185229835,0.68076,1.7128125991821288,0.0037564887859582465,0.003612687317692346,0.014611228558885792,0.010285014141578813,4
0.7218133176300261,1.671033383846283,0.70592,1.6875092177391053,0.004065925259191653,0.0035837306609094234,0.009310853881358053,0.00835214138724469,5
0.7421688723829056,1.6539568390316433,0.6990000000000001,1.698108961582184,0.00495813563792206,0.004272285955582668,0.03212444552050667,0.028931556047999168,6
0.7618666474554273,1.6379742469787602,0.7106399999999999,1.683943196296692,0.004577238409188697,0.003121241256937139,0.0076333478893602065,0.005007331621846221,7
0.7735288693904877,1.6270383573108247,0.72156,1.673452116966247,0.0027257526155370416,0.001779495044176839,0.02463428505152932,0.01939425903333408,8
0.7894399784141117,1.6152076507144506,0.7365999999999999,1.6618470320701602,0.0034599075542409053,0.0017517764009329802,0.0099829855253827,0.010647566622963697,9
0.8022666444513533,1.6065609060393442,0.74812,1.6540804505348206,0.004492847499992841,0.004212688668430589,0.004940850129279373,0.003800219930772973,10
0.8140266433821784,1.5979794511265224,0.73876,1.6629940252304074,0.003709127177798721,0.003232434509115594,0.009171041380344991,0.005712806676277316,11
0.8230933093494839,1.59037266614702,0.75272,1.6527741794586182,0.005414438644060564,0.004289324964339856,0.004056106507477322,0.0032355674906476423,12
0.8369333098199633,1.5803993203375077,0.7492399999999999,1.6538485131263734,0.005124908288286214,0.0031440072778994668,0.00517184686548238,0.006218561728351591,13
0.8432710868252649,1.575511224163903,0.75068,1.6556360764503477,0.004363778271305564,0.00294066033796948,0.010291355595838658,0.007991961642871913,14
0.8516177528964148,1.5690778232680427,0.7568400000000001,1.64918860244751,0.0028516579302446977,0.003354122591888114,0.010218023292202826,0.009989450352263797,15
0.8599821978939903,1.5632439010938008,0.7543200000000001,1.6517915239334104,0.0031874126237148906,0.0027922648560103265,0.006683711543745754,0.005793507318247527,16
0.8671021982298956,1.558832298013899,0.7532,1.653039680480957,0.003906108032326343,0.003413522816591028,0.010042907945411041,0.0073954741208369,17
0.8747110863791573,1.5525760869450038,0.75968,1.6502271981239318,0.004342725286683511,0.0025540013386595333,0.005324659613533978,0.0021684951706409496,18
0.8825599757300482,1.547303178999159,0.76248,1.6475663695335387,0.004694477730898356,0.002448972569086867,0.005654378834142618,0.004519840361109507,19
0.8885421984195709,1.5431054566701252,0.75292,1.6597474317550656,0.0026818826392667645,0.0022814340102019046,0.009022859857051988,0.01063710146077009,20
0.892035531838735,1.541298212475247,0.76036,1.653803814411163,0.004095815276510799,0.002980756378310599,0.009907976584550431,0.007632998603276356,21
0.8968621981408861,1.5367323893441094,0.7654799999999999,1.6470198888778687,0.0034823864437424417,0.0022771259978460402,0.009477974467152796,0.005965506248984196,22
0.9033244209819369,1.5326296345392865,0.76352,1.6508764691352844,0.002691989635486151,0.0022870300858295434,0.004879754092164912,0.004642855732448882,23
0.9079821987946828,1.5293833593262567,0.76232,1.654887330055237,0.003378742852260802,0.0018529267679418893,0.011611718219109527,0.009146721161727503,24
0.9131377539899613,1.5262603771421646,0.76808,1.6503225297927855,0.003642899057114407,0.002539502481001758,0.004784558495828039,0.004218808259207834,25
0.9145421991878084,1.5236107092963322,0.76244,1.6512670497894288,0.004438040228087504,0.0029186705525906303,0.0027070278905101915,0.00229776029222809,26
0.9192177549733056,1.5213644565476312,0.7630800000000001,1.6517020335197448,0.0038085805105408247,0.0032416431576479323,0.004620822437618684,0.0034756436369131434,27
0.9234488659699757,1.5180250779257878,0.7651999999999999,1.6522814655303955,0.0013979167497197172,0.0013713203417238305,0.004675467891024409,0.0025537124427112566,28
0.9287466441525354,1.5150374313460455,0.76828,1.6508792815208437,0.003023758005313965,0.0022744147121222264,0.0035202272653906915,0.004897653923503536,29
