train_acc, train_loss,val_acc,val_loss
0.10006666666666666,2.302724282476637,0.0994,2.3024400091171264
0.5415110989991162,1.9863342425558301,0.5936,1.9067971038818359
0.6748666516939799,1.8479249350229898,0.6656,1.831712281703949
0.7368444266584184,1.7698350172572666,0.7194,1.7686697387695312
0.7794888688458337,1.7149692776468064,0.7256,1.7420554661750793
0.8251333117485047,1.6696364680926006,0.7142,1.7389904737472535
0.8579110912481944,1.6348076775338916,0.6874,1.7580703997612
0.8901777582698398,1.6061550765567356,0.7016,1.7377170062065124
0.9171777576870388,1.580728747844696,0.7262,1.7241464281082153
0.9370222045315637,1.562202308177948,0.7278,1.7166353535652161
0.9550222004784478,1.5443920159339906,0.7182,1.722558355331421
0.9674888625409868,1.531016345024109,0.7146,1.736029725074768
0.9764221930503845,1.5215782353613112,0.7242,1.7203317475318909
0.9813777457343208,1.5127862747510274,0.7334,1.7173544025421144
0.9874221942159864,1.504892533355289,0.7326,1.7212097764015197
0.9901999747753143,1.4995211921797857,0.736,1.7161286187171936
0.9920666413837009,1.4960063105159336,0.7414,1.7127148485183716
0.9934666464063856,1.492308393849267,0.7228,1.7289720582962036
0.9963333182864719,1.487942106988695,0.744,1.7156127285957337
0.9962888749440512,1.4854779839515686,0.743,1.7136698770523071
0.9963777634832595,1.4839388887087503,0.746,1.7144408750534057
0.9977111013730368,1.4816171068615382,0.744,1.715628252029419
0.9979777691099379,1.4798380846447414,0.7476,1.7172865319252013
0.9981777697139316,1.478582886589898,0.7408,1.7197520971298217
0.9983777707152897,1.4774263344870673,0.747,1.7176596021652222
0.9984444373183781,1.4763995265960694,0.7468,1.7171233677864075
0.9986222158537971,1.4758055721388923,0.7494,1.7158317852020264
0.9985333269172244,1.4748018429014418,0.747,1.7163710045814513
0.9988888838556078,1.4741350984573365,0.7516,1.7152078437805176
0.9990888844596015,1.473281159930759,0.7522,1.7152028059959412
0.9990444399250878,1.4729531110657585,0.7444,1.7178500771522522
0.9991999962594774,1.4722903304629855,0.753,1.7125365042686462
0.9990666627883911,1.471978205839793,0.7466,1.7185764837265014
0.9992222184605069,1.4715428434477913,0.7484,1.7160890555381776
0.999177774058448,1.4711638214853076,0.743,1.7188775753974914
0.9992444409264458,1.4708482670783996,0.7442,1.7201521229743957
0.9991333295239343,1.4704287213749356,0.7508,1.713506498336792
0.9993555524614122,1.4699951065911188,0.7526,1.7132261896133423
0.9992888862556881,1.4700061768955655,0.738,1.7246440625190735
0.9992666631274754,1.4699486017227172,0.7502,1.7147158861160279
0.9992888858583239,1.4695041320059035,0.7444,1.7211360001564027
0.9993999971283807,1.4691135920418634,0.7468,1.715770332813263
0.999355552593867,1.4689715931150649,0.7476,1.7161158013343811
0.9993333305252923,1.468682995107439,0.7454,1.7175785779953003
0.9993555523289575,1.4687386968400744,0.7502,1.7154842448234557
0.9994444416628944,1.4682645461294386,0.7516,1.7169798517227173
0.9994888863298628,1.4681027674674987,0.7484,1.716277482509613
0.9994444416628944,1.4679580177201166,0.745,1.7198267793655395
0.9994666639963786,1.4678561658329434,0.7426,1.7192984843254089
0.9994888863298628,1.467870869901445,0.7496,1.7171567296981811
0.9994666641288333,1.4676934470070733,0.7514,1.7171713781356812
