train_acc, train_loss,val_acc,val_loss
0.10075555555555556,2.302654258939955,0.0932,2.3027044200897215
0.4735999862353007,1.921078371471829,0.5656,1.8154434013366698
0.5993333188030455,1.7834509449534945,0.6466,1.741694576740265
0.6506222069925732,1.7298461039861044,0.6832,1.7116248965263368
0.696799985965093,1.6951992501152886,0.6888,1.7029075860977172
0.7167110959688823,1.674646925661299,0.6874,1.6980484533309936
0.736222206486596,1.6562986948755052,0.7206,1.6756672334671021
0.7531555373138852,1.6472171844376458,0.7416,1.659252860546112
0.7657777584923638,1.6325045156478881,0.735,1.6591256308555602
0.7781777572631836,1.6228674507141114,0.741,1.6570062971115112
0.7938221997684902,1.609961416721344,0.7404,1.6582325077056885
0.8064888658788469,1.6043409368726942,0.754,1.648417477607727
0.8203555324342515,1.5959505952729118,0.7604,1.6481214094161987
0.8259110866652595,1.5862926159964668,0.7528,1.6550155687332153
0.8403110868400998,1.5799580762121412,0.7694,1.6407861590385437
0.8443110860718621,1.57535050895479,0.7502,1.6524707436561585
0.8628444197442796,1.561625419192844,0.7676,1.6454042387008667
0.8628444205390082,1.5629059076309204,0.767,1.6366384720802307
0.8661333094702827,1.5586663383907742,0.7636,1.6450192356109619
0.8767110878891415,1.5533335502942403,0.77,1.6352656149864198
0.8827110869354672,1.546587037510342,0.7616,1.646906328201294
0.8912444198131562,1.5404515584309897,0.7696,1.6494527053833008
0.8959999778535631,1.5392670448621113,0.7838,1.6377272987365723
0.9041777544551426,1.5321164517932468,0.7778,1.6355707240104675
0.9020444210370382,1.5342213508817886,0.7724,1.6437311339378358
0.9119110874334971,1.526676570309533,0.778,1.638373351097107
0.9170666437678867,1.5219191371070013,0.7646,1.6533481645584107
0.9170221993658277,1.523241900338067,0.773,1.6414426255226136
0.9192888654602899,1.5212131595611573,0.7846,1.6379961729049684
0.9252444211641947,1.5169515366024442,0.7832,1.6450842118263245
0.928133311536577,1.5161047916942172,0.7784,1.64657044172287
0.9322221989101834,1.5130436134338379,0.7784,1.6393621969223022
0.9351999768945906,1.5112934250301784,0.7656,1.651066038608551
0.9366221989525689,1.509658318095737,0.7734,1.6469818592071532
0.9395999770694309,1.5070559072494507,0.769,1.6546197724342346
0.9408888664510515,1.5057380713356865,0.7712,1.6502854418754578
0.9455555334356096,1.5019148728582594,0.7772,1.6498652815818786
0.9463555333349439,1.5028971905178494,0.7756,1.647997386455536
0.949111088514328,1.501208189593421,0.7904,1.6363736867904664
0.9482666438155704,1.500130836698744,0.7824,1.6448881077766417
0.9515999767515394,1.4988933608267043,0.7836,1.6454100942611694
0.9525777553187477,1.4977306254704794,0.7842,1.6429862260818482
0.9582666435506608,1.4935639029079013,0.784,1.6434970092773438
0.9608888664510515,1.4927033983336555,0.7908,1.6370874428749085
0.9579110874070061,1.4937081109152899,0.7802,1.6494910907745362
0.9620888674259186,1.4909700422816807,0.7816,1.6482685828208923
0.9615999782085418,1.4909864309098986,0.7714,1.6515326023101806
0.96506664302614,1.4887976331180997,0.7816,1.6443184804916382
0.9644888684484694,1.4887099017037286,0.7766,1.6543028831481934
0.967155534558826,1.4871075937483045,0.7862,1.6430424976348876
0.9679999781979455,1.4862628727489047,0.7766,1.657344241142273
