train_acc, train_loss,val_acc,val_loss
0.09777777777777778,2.302783669807293,0.09516666666666666,2.3027059475580853
0.9707221908632804,1.7822733075530441,0.9891666666666666,1.7006085336208343
0.9877407097154194,1.6578651947003824,0.9918333333333333,1.611896405617396
0.9906296033550192,1.5898774339093102,0.9903333333333333,1.5632869601249695
0.9930370148685244,1.5491121353926482,0.9938333333333333,1.5309177656968436
0.9939073861749084,1.5238418406910366,0.995,1.512360167503357
0.9950370188112612,1.5074088436585886,0.9916666666666667,1.5017269372940063
0.9954444279273351,1.4960781580872007,0.993,1.4922692596912384
0.9959629473862824,1.488015839126375,0.9946666666666667,1.4844896912574768
0.9966481350086354,1.4820808057431822,0.9958333333333333,1.4797988971074423
0.9967036906215879,1.477825911619045,0.9936666666666667,1.4772578338781992
0.9966666537302512,1.4747044470575121,0.995,1.474025958776474
0.9975370270234567,1.4719518041169202,0.9943333333333333,1.472790781656901
0.9977592493648882,1.469793829873756,0.9948333333333333,1.4710746924082438
0.9973888778024249,1.468899490877434,0.9941666666666666,1.4701849619547527
0.9977222124735514,1.4672790240358424,0.9948333333333333,1.4686227063337962
0.9980370284230621,1.4664128711930027,0.994,1.4687356849511464
0.9979814731412464,1.4655874596701728,0.9936666666666667,1.4683223605155944
0.9980555473654359,1.4650106555885738,0.9943333333333333,1.4678344547748565
0.9987962909318783,1.464186931097949,0.9956666666666667,1.466544113556544
0.9980740657559147,1.4644601435573013,0.9941666666666666,1.467515371243159
0.9978888799746831,1.4640986329979366,0.9921666666666666,1.4689566254615785
0.9987407350981677,1.4633502549595303,0.9943333333333333,1.466170314947764
0.9989074024889204,1.4630587449780217,0.9946666666666667,1.4659145553906758
0.9988888836569256,1.4628327499937128,0.995,1.4658337235450745
0.9986296237618835,1.4631088283326892,0.994,1.466529162724813
0.9986666605428413,1.462838159887879,0.9953333333333333,1.4655940155188243
0.9984074004270412,1.4629548227345501,0.9935,1.466835900147756
0.9989259209897783,1.4626188028741767,0.9936666666666667,1.4663302659988404
0.9994259230516574,1.4620673294420596,0.9946666666666667,1.4659286379814147
0.9988888838776836,1.4626031239827475,0.995,1.4655046264330547
0.998981476602731,1.462321552744618,0.9948333333333333,1.4658743838469188
0.9991481441038627,1.4622567507955764,0.9941666666666666,1.4664216895898183
0.9989259212105362,1.462250722999926,0.9963333333333333,1.4651386817296346
0.9993888858291838,1.4620219314539875,0.9953333333333333,1.465780512491862
0.9990740696589152,1.4622355032850194,0.9943333333333333,1.4660181045532226
0.99922221854881,1.46211250755522,0.9948333333333333,1.4654426912466685
0.999370367328326,1.4619296945907452,0.9946666666666667,1.4656184752782186
0.9994074047715575,1.461852612760332,0.9945,1.4658387104670207
0.9991296253822468,1.4619972939844486,0.9943333333333333,1.4663831810156505
0.9991851813263364,1.4619130869706471,0.9941666666666666,1.4664996564388275
0.999111106660631,1.4620588956055818,0.9943333333333333,1.4658298214276633
0.9990555513788153,1.4620344495331798,0.9935,1.4666258295377095
0.9989074021577835,1.4621373357596221,0.9935,1.466238522529602
0.9992037001583312,1.4619688040680356,0.9941666666666666,1.46652445991834
0.9994629603845102,1.461748190941634,0.9935,1.4664102653662363
0.9993148118257522,1.4619029407148008,0.995,1.4655797640482584
0.9993703674387049,1.461787665773321,0.9945,1.4656171143054961
0.9995740720519313,1.4617011944452922,0.9941666666666666,1.4659930646419526
0.9994814788853681,1.4617275185055203,0.9941666666666666,1.4662547787030538
0.9993703675490838,1.4617995657302716,0.9953333333333333,1.4646728972593943
